-3.073971706338324977e-02,6.804113148373451547e-02,-3.824338741803816333e-02,9.676122978849323319e-03,-1.741704390937241775e-02,3.603130219796757405e-02,1.593883515853500993e-02,-3.213516207520671249e-03,-1.195441029275069386e-02,2.614056473326824368e-03,1.006716346725885017e-02,-1.012657211982656395e-02,-1.906388863139609618e-02,-6.721159059362468054e-03,-5.617538706120973370e-03,2.341179186880084848e-03,-1.475668246608466579e-02,-2.814722247466867281e-03,4.197213129844703551e-03,-1.371708837239458967e-02,-2.113520765497156357e-03,3.353061150701303061e-03,-3.160378293407283858e-03,-2.991864119746351185e-03,-5.755453545415564927e-03,1.409335057705121555e-03,-4.102873142110313037e-03,-1.693458442798848268e-03,-5.734456461632675417e-03,-4.234395603195903988e-03
-3.039077978178257242e-02,6.766363084085873225e-02,-3.948988223673256109e-02,5.612116986186693399e-03,-2.116677292308228459e-02,2.606496996294306590e-02,1.298829676498815255e-02,-1.691633093809780585e-03,-1.011813628432763068e-02,-1.899260010422579087e-03,9.995126917561009822e-03,-1.058422290976683208e-02,-1.663041501483213461e-02,-3.995831907220038712e-03,-4.801921092811715572e-03,4.648820772368605393e-03,-1.374547574455991204e-02,-4.658870668616715664e-03,3.323550963211434860e-03,-9.427804845004161827e-03,-5.009771218176936255e-03,1.992192458908009951e-03,-3.890768549098619616e-03,-2.254254973975993847e-03,-4.741981624190502384e-03,-8.583639587194703564e-05,-3.457389282347209797e-03,-9.282513780298656033e-04,-7.021696272693037436e-03,-3.215591428035525709e-03
-3.262496508548508312e-02,8.433758182292772076e-02,-3.424980500923702903e-02,2.846726089307140620e-03,-1.778909493552952373e-02,3.869906799166365763e-02,7.675948988518878878e-03,-6.357089645305476384e-03,-8.039459881671017979e-03,-4.905599703316967236e-04,2.863472791653017598e-03,-9.030907281057307112e-03,-1.578131139519182644e-02,-3.820250510811583431e-03,-4.339692200638618595e-03,-1.457470394481829136e-03,-5.435798877299888483e-03,-2.625119153384676031e-03,3.421975002719842424e-04,-4.986941683835257461e-03,1.730513770648381845e-03,4.283740263331501860e-03,-4.625448674718366134e-03,-3.721756021734736949e-03,-4.736069497155786893e-03,1.675759393601193874e-04,-3.551472783275977461e-03,1.528046815177439574e-03,-1.730864792266707461e-03,1.913216021390168201e-03
-2.500221390564755231e-02,5.281277351949219961e-02,-1.224903140095027695e-02,2.438170153640276637e-03,1.796383443031469504e-03,4.042082964627916053e-02,1.553120587072202158e-02,4.400650485833893823e-03,-7.385814500644337713e-03,6.625980806455890847e-03,-3.617047092213393142e-03,-9.080109948398296799e-03,-1.054503546063972029e-02,-3.551193250538407526e-03,-1.992003578387530147e-03,4.049014799567179912e-03,1.111551276101462992e-03,-2.071515090555043834e-04,-4.143053458514521980e-04,-7.151862249018919567e-04,1.596565023958056986e-03,-1.853865061552901778e-03,-7.343550816683001511e-03,1.773693311457073471e-03,-4.195331222453369154e-03,-4.955219025423599280e-04,-2.986535255185360921e-03,-7.199287186054250526e-04,-1.833687863905698358e-03,2.081856322862359228e-03
-2.941823931614290580e-02,-6.647339464313700708e-02,-1.342357084382595628e-02,-1.460799135504322471e-02,3.555055521599364068e-03,2.431226076750664725e-03,1.458051196038320958e-02,-6.793185448636702636e-03,-2.751067495287481002e-04,-3.670159693765800871e-04,-7.678450365573391730e-03,1.689698455929183624e-03,2.026327775380496431e-03,6.561344440025780773e-03,-2.378705483582353470e-03,1.054278437044351520e-03,-2.059638426741442884e-03,-8.793248152632174297e-03,-6.341606356089069104e-04,-2.904884063818312227e-04,1.244366729920428575e-03,-1.221915594211483037e-03,-1.505630773267505789e-03,6.141466195984784764e-03,1.410217263716203673e-04,1.520181655657059684e-03,3.618278489300488202e-04,4.502336311151892674e-04,2.111668495687796070e-03,2.903141156953910514e-03
-2.087472618738796595e-02,-5.384798211429717846e-02,-2.691109464916166538e-02,1.246702128362970133e-02,1.116672696402243314e-02,-3.081890864072210807e-03,1.130888974602749231e-02,-6.041509723670314240e-04,-6.755266018866203093e-03,-3.062169460896088657e-03,-1.624605318084185830e-03,-2.566882255496301130e-03,9.468092459726100722e-04,-2.370478768421459791e-04,7.289691315974431134e-04,-1.357373936481658756e-03,-3.895564951344578000e-03,-4.895931793452076679e-03,5.598582561844841002e-04,-5.749340506208843642e-04,-2.463208744607143564e-04,-2.909336146003355886e-03,-1.839718129635377038e-03,4.627061315403177555e-03,-8.796586284414717807e-04,1.953404361268769405e-03,-9.927765464896271073e-04,-1.872117465095468614e-03,2.043392516754066832e-03,2.157159267084993517e-03
-3.531013556252868280e-02,-1.351288772220761089e-02,3.273280092906647593e-02,-4.277688508037488790e-02,2.709124484895154839e-02,1.406325424355264406e-02,-1.171629336924898991e-02,2.217228219431919764e-02,-1.408674719267170167e-02,-1.600902632533268352e-03,-1.558094619543750822e-02,-8.633094683586341189e-03,-2.455917218686112791e-03,8.078396919653438313e-03,-1.641050541166708034e-03,2.671290564070284181e-03,-4.337407488557145849e-03,-2.468471855781935193e-03,-2.182088893341420800e-03,5.908660413032673642e-03,4.194392193304365482e-03,-7.221634031575446463e-03,-4.571595478815954246e-03,5.682001769733311704e-03,9.875250520693573675e-03,2.631645574315541903e-03,-7.177748399798922554e-03,1.479843073723483872e-02,-3.554422480198172682e-03,-7.894473176137730211e-03
-2.811845108548753289e-02,3.253939520584114842e-02,3.924707891751652578e-02,-1.766762573250623553e-02,4.839093149509748892e-02,2.018522445785422836e-02,-1.271801385457523026e-02,2.688533219887162193e-02,-1.035936978414290881e-02,-4.716775432713775818e-04,-2.165682201688337929e-02,-1.222742144092873150e-02,2.391580587554565848e-04,8.836984128528778751e-03,2.392546206297912516e-03,1.363645521671771237e-03,-3.400208627614620047e-03,3.286900685703308630e-04,1.797701058513455005e-03,3.952892935514444941e-03,3.573874182265048861e-04,-4.832508460434704368e-03,-3.436757900107108559e-03,6.450516596314627774e-03,1.631724682610153840e-02,4.622504290101428492e-03,-7.138601633969517135e-03,1.299262715298549371e-02,-2.199635295628875678e-03,-6.228948272704401372e-03
-2.965021490119532782e-02,4.745514268136258318e-02,3.939845530915188354e-02,-6.138940186188254766e-04,3.826170457241068884e-02,3.967622237872717866e-02,-1.457609707867620541e-03,2.431792706083973910e-02,-4.389817291010966803e-04,5.207350452928467648e-03,-1.149631515853001724e-02,-1.017812467679394444e-03,6.008318679948262964e-03,6.182603486855909811e-03,7.726310699925635801e-03,3.506168199623431979e-03,-1.912736805617055221e-03,1.462990189048763790e-04,2.222407990801359822e-03,5.469766141400458220e-03,1.639646578456993055e-03,-6.547477452383953546e-03,-3.591398771461485825e-03,5.821077778969454934e-03,9.144045051540886093e-03,9.402649477312219600e-04,-5.824685683808230978e-03,9.769210026311713618e-03,-4.370175157597818409e-05,-5.138654065409159304e-03
-9.624308758700452979e-03,-2.268969742900616565e-02,3.647417310210682162e-02,-3.317814849430694712e-02,8.747760072351123614e-03,1.581616571726492115e-02,-6.593697348776216167e-03,1.577968682896036673e-02,-1.433326962971451929e-02,5.456270754454831118e-03,-4.390674372003041878e-03,-1.416733158392043069e-03,1.459085904244508203e-03,1.080894918621857007e-02,4.596731876693247246e-03,2.922355609159859886e-03,-4.037181732868077785e-03,-7.610366986810120082e-03,1.518770722839369702e-04,5.500312543452945228e-03,2.196718388458369919e-03,-1.034344366999581481e-02,1.609736750156612892e-03,5.286662331219011551e-03,8.450799590124806818e-03,5.382214699283956877e-03,-8.814731920105262075e-03,1.317538312836584111e-02,1.021673120297823204e-03,-4.955401618874322352e-03
